frame_number,subframe_number,time_cpu_cycles,heart_rate_bpm,heart_rate_hz,confidence,sample_rate_hz,range_meters,selected_range_bin,window_length,valid
1,0,3075959775,0.0,0.0,0.0,10.0,0.6976978778839111,16,200,0
10,0,3165886512,0.0,0.0,0.0,10.0,0.6976978778839111,16,200,0
20,0,3266167755,0.0,0.0,0.0,10.0,0.6976978778839111,16,200,0
30,0,3366028736,0.0,0.0,0.0,10.0,0.6976978778839111,16,200,0
40,0,3465907007,0.0,0.0,0.0,10.0,0.6976978778839111,16,200,0
50,0,3565840653,0.0,0.0,0.0,10.0,0.6976978778839111,16,200,0
60,0,3665796385,0.0,0.0,0.0,10.0,0.6976978778839111,16,200,0
70,0,3765922931,0.0,0.0,0.0,10.0,0.6976978778839111,16,200,0
73,0,3795956172,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
82,0,3885853498,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
88,0,3945886843,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
97,0,4035841188,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
107,0,4135823655,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
117,0,4235799415,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
127,0,40814098,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
137,0,140814457,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
147,0,240824994,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
157,0,340829603,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
167,0,440838749,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
177,0,540840424,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
187,0,640832297,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
197,0,740833295,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
207,0,840840609,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
217,0,940822411,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
227,0,1040828656,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
237,0,1140821024,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
247,0,1240825001,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
257,0,1340819758,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
267,0,1440806797,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
277,0,1540800787,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
287,0,1640817492,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
297,0,1740830544,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
307,0,1840812463,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
317,0,1940814271,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
327,0,2040787609,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
337,0,2140825031,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
347,0,2240796481,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
357,0,2340810026,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
367,0,2440812111,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
377,0,2540787657,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
387,0,2640801483,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
397,0,2740816381,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
407,0,2840818034,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
417,0,2940802386,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
427,0,3040807961,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
437,0,3140816412,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
447,0,3240796315,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
457,0,3340815454,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
467,0,3440795176,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
477,0,3540802397,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
487,0,3645201556,80.97888946533203,1.349648118019104,11290.125,10.0,0.6104856729507446,14,200,1
497,0,3746533952,80.99693298339844,1.3499488830566406,10328.90234375,10.0,0.6104856729507446,14,200,1
507,0,3846565572,81.01497650146484,1.3502496480941772,6035.88037109375,10.0,0.6104856729507446,14,200,1
517,0,3946524751,81.91497802734375,1.3652496337890625,8935.3232421875,10.0,0.6104856729507446,14,200,1
