frame_number,subframe_number,time_cpu_cycles,heart_rate_bpm,heart_rate_hz,confidence,sample_rate_hz,range_meters,selected_range_bin,window_length,valid
1,0,246182388,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
5,0,286172349,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
14,0,376189401,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
24,0,476221413,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
34,0,576184519,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
44,0,676148946,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
54,0,776139726,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
64,0,876111258,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
74,0,976114312,0.0,0.0,0.0,10.0,0.6104856729507446,14,200,0
78,0,1016133664,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
87,0,1106121519,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
97,0,1206133662,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
107,0,1306134118,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
117,0,1406140603,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
127,0,1506156314,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
137,0,1606138770,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
147,0,1706114177,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
157,0,1806118334,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
167,0,1906118263,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
177,0,2006112206,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
187,0,2106118182,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
197,0,2206113212,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
207,0,2306140616,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
217,0,2406133044,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
227,0,2506124301,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
237,0,2606141504,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
247,0,2706126726,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
257,0,2806128146,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
267,0,2906127720,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
277,0,3006143165,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
287,0,3106131985,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
297,0,3206147994,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
307,0,3306140498,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
317,0,3406114123,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
327,0,3506114175,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
337,0,3606140454,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
347,0,3706164415,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
357,0,3806137149,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
367,0,3906132987,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
377,0,4006113197,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
387,0,4106153390,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
397,0,4206139478,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
407,0,11145926,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
417,0,111145935,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
427,0,211147297,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
437,0,311144894,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
447,0,411151030,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
457,0,511159347,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
467,0,611156699,0.0,0.0,0.0,10.0,0.6540917754173279,15,200,0
