frame_number,subframe_number,time_cpu_cycles,guide_freq,vme_guide_freq,coarse_freq,runner_up_freq,fine_freq,tracked_freq,coarse_peak_mag,runner_up_peak_mag,fine_peak_mag,tracked_peak_mag,signal_power,competition_ratio,guide_vme_gap_hz,coarse_fine_gap_hz,tracked_fine_gap_hz,vme_last_rel_err,estimate_seq,inter_frame_proc_time_usec,inter_frame_proc_margin_usec,tx_write_time_usec,tx_overwrite_count,vme_iterations,track_selected,step_limited,valid
167,0,1906118263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4765,31893,2131,0,0,0,0,0
177,0,2006112206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4737,31800,2131,0,0,0,0,0
187,0,2106118182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4762,31789,2131,0,0,0,0,0
197,0,2206113212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4742,31898,2131,0,0,0,0,0
207,0,2306140616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4864,31897,2131,0,0,0,0,0
217,0,2406133044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4828,31892,2131,0,0,0,0,0
227,0,2506124301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4790,31851,2131,0,0,0,0,0
237,0,2606141504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4868,31776,2131,0,0,0,0,0
247,0,2706126726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4802,31743,2131,0,0,0,0,0
257,0,2806128146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4809,31806,2131,0,0,0,0,0
267,0,2906127720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4807,31763,2131,0,0,0,0,0
277,0,3006143165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4874,31756,2131,0,0,0,0,0
287,0,3106131985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4825,31897,2131,0,0,0,0,0
297,0,3206147994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4893,31784,2131,0,0,0,0,0
307,0,3306140498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4863,31897,2131,0,0,0,0,0
317,0,3406114123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4746,31903,2131,0,0,0,0,0
327,0,3506114175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4747,31834,2131,0,0,0,0,0
337,0,3606140454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4863,31814,2131,0,0,0,0,0
347,0,3706164415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4965,31687,2131,0,0,0,0,0
357,0,3806137149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4846,31790,2131,0,0,0,0,0
367,0,3906132987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4831,31810,2131,0,0,0,0,0
377,0,4006113197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4742,31895,2131,0,0,0,0,0
387,0,4106153390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4921,31775,2131,0,0,0,0,0
397,0,4206139478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4858,31814,2131,0,0,0,0,0
407,0,11145926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4742,31815,2131,0,0,0,0,0
417,0,111145935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4742,31893,2131,0,0,0,0,0
427,0,211147297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4749,31898,2131,0,0,0,0,0
437,0,311144894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4737,31795,2131,0,0,0,0,0
447,0,411151030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4765,31775,2131,0,0,0,0,0
457,0,511159347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4799,31897,2131,0,0,0,0,0
467,0,611156699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4791,31814,2131,0,0,0,0,0
