frame_number,subframe_number,time_cpu_cycles,sample_power_mean,power_threshold,best_score,selected_score,left_neighbor_score,right_neighbor_score,guide_freq,coarse_freq,fine_freq,guide_peak_mag,coarse_peak_mag,fine_peak_mag,signal_power,alpha,range_step,selected_range_meters,best_range_bin,selected_range_bin,prev_selected_range_bin,window_length,sample_count,is_filled,valid,gate_changed,search_max_bin
140,0,3233900612,0.0,0.0,10340692.0,10340692.0,2320411.25,9605335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,70,0,0,0,57
150,0,3333916230,0.0,0.0,11039298.0,11039298.0,2431056.25,10064963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,75,0,0,0,57
160,0,3433935596,0.0,0.0,11227070.0,11227070.0,2446941.5,10268135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,80,0,0,0,57
170,0,3533905786,0.0,0.0,11281637.0,11281637.0,2415369.5,10540647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,85,0,0,0,57
180,0,3633909983,0.0,0.0,11379913.0,11379913.0,2384879.5,10937593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,90,0,0,0,57
190,0,3733932355,0.0,0.0,11527136.0,11527136.0,2377608.5,11359865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,95,0,0,0,57
200,0,3833908008,0.0,0.0,11888295.0,11888295.0,2451612.5,11822598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,100,0,0,0,57
210,0,3933934814,0.0,0.0,12163405.0,12163405.0,2487724.5,11894487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,105,0,0,0,57
220,0,4033904045,0.0,0.0,13125025.0,13125025.0,2710165.75,12283584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,110,0,0,0,57
230,0,4133924805,0.0,0.0,13539177.0,13539177.0,2779329.25,12437411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,115,0,0,0,57
240,0,4233875846,0.0,0.0,14603426.0,14603426.0,2948134.0,13135357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,120,0,0,0,57
250,0,38936744,0.0,0.0,15639598.0,15639598.0,3155394.75,13739068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,125,0,0,0,57
260,0,138935354,0.0,0.0,16352211.0,16352211.0,3302149.75,14304322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,130,0,0,0,57
270,0,238955043,0.0,0.0,16316892.0,16316892.0,3284972.25,14414895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,135,0,0,0,57
280,0,338926605,0.0,0.0,16187951.0,16187951.0,3237486.25,14584388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,140,0,0,0,57
290,0,438939035,0.0,0.0,16418784.0,16418784.0,3264335.25,14862796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,145,0,0,0,57
300,0,538962969,0.0,0.0,17373008.0,17373008.0,3428316.25,15703556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,150,0,0,0,57
310,0,638948860,0.0,0.0,17182910.0,17182910.0,3373340.0,15612294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,155,0,0,0,57
320,0,738931422,0.0,0.0,16841180.0,16841180.0,3318660.25,15302217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,160,0,0,0,57
330,0,838928147,0.0,0.0,17622152.0,17622152.0,3491806.25,15819634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,165,0,0,0,57
340,0,938933186,0.0,0.0,18890142.0,18890142.0,3662981.0,16930366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,170,0,0,0,57
350,0,1038940573,0.0,0.0,19408678.0,19408678.0,3762420.25,17269426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,175,0,0,0,57
360,0,1138989914,0.0,0.0,19835806.0,19835806.0,3834129.75,17711138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,180,0,0,0,57
370,0,1238983899,0.0,0.0,19510276.0,19510276.0,3762180.25,17715420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,185,0,0,0,57
380,0,1338955677,0.0,0.0,19848460.0,19848460.0,3762417.25,18292132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,190,0,0,0,57
390,0,1438935909,0.0,0.0,19910068.0,19910068.0,3809352.0,18292408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,195,0,0,0,57
400,0,1542598518,29208832.0,14604416.0,19669662.0,19669662.0,3792220.5,18020620.0,1.1557788848876953,1.1507537364959717,1.1498491764068604,77.0501937866211,19.167484283447266,19.187602996826172,0.0009593580034561455,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
410,0,1643850931,30154270.0,15077135.0,20546922.0,20546922.0,4049858.75,18573074.0,1.1658291816711426,1.1507537364959717,1.150149941444397,81.76382446289062,16.441553115844727,16.4500789642334,0.0008224841440096498,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
420,0,1743854204,30814120.0,15407060.0,20981282.0,20981282.0,4088478.5,18956630.0,1.160804033279419,1.1507537364959717,1.1504507064819336,66.03607940673828,13.37962532043457,13.382526397705078,0.0006690456648357213,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
430,0,1843857623,30646938.0,15323469.0,21540374.0,21540374.0,4166242.25,19534220.0,1.1658291816711426,1.1507537364959717,1.150149941444397,66.3927001953125,16.109033584594727,16.11380958557129,0.0008056267979554832,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
440,0,1943840725,30361510.0,15180755.0,21358306.0,21358306.0,4101860.75,19655674.0,1.1708543300628662,1.1507537364959717,1.1498491764068604,64.53228759765625,13.537779808044434,13.543838500976562,0.0006772445631213486,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
450,0,2043856165,29570960.0,14785480.0,21065596.0,21065596.0,4052235.75,19579768.0,1.1708543300628662,1.1507537364959717,1.1495484113693237,55.162628173828125,10.700247764587402,10.714533805847168,0.0005356984911486506,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
460,0,2143848853,29785608.0,14892804.0,21221214.0,21221214.0,4076497.5,19715798.0,1.1658291816711426,1.1507537364959717,1.1498491764068604,61.210479736328125,14.087285995483398,14.109224319458008,0.0007053855806589127,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
470,0,2243882186,29532422.0,14766211.0,21044518.0,21044518.0,4095749.75,19471732.0,1.2814069986343384,1.3015074729919434,1.1648491621017456,66.06373596191406,6.236275672912598,6.255640983581543,0.00031278180540539324,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
480,0,2343923068,28834608.0,14417304.0,20873360.0,20873360.0,4133815.5,19193440.0,1.2814069986343384,1.3015074729919434,1.1798491477966309,64.01311492919922,8.028974533081055,5.983495235443115,0.0004031870630569756,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
490,0,2443965469,28254316.0,14127158.0,20593178.0,20593178.0,4102513.5,18894892.0,1.5276381969451904,1.552763819694519,1.1948491334915161,58.605255126953125,9.586225509643555,9.665878295898438,0.0004832539416383952,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
500,0,2543961658,29293890.0,14646945.0,21503046.0,21503046.0,4349925.5,19251800.0,1.5276381969451904,1.552763819694519,1.2098491191864014,69.48345184326172,9.317304611206055,9.428749084472656,0.0004714045790024102,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
510,0,2643975597,29733760.0,14866880.0,21555256.0,21555256.0,4344788.5,19281336.0,1.5226130485534668,1.5025125741958618,1.2248491048812866,62.27217102050781,6.493886470794678,6.545901298522949,0.00032729512895457447,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
520,0,2743961068,28507600.0,14253800.0,21144070.0,21144070.0,4243481.0,18974326.0,1.5226130485534668,1.5025125741958618,1.2398490905761719,69.14986419677734,8.539070129394531,8.612982749938965,0.0004306490009184927,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
530,0,2843975513,28111826.0,14055913.0,20676708.0,20676708.0,4190641.0,18536712.0,1.5175879001617432,1.5025125741958618,1.2548490762710571,64.5428237915039,9.727914810180664,9.810108184814453,0.0004905054811388254,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
540,0,2943926609,27603344.0,13801672.0,20951338.0,20951338.0,4245176.0,18752464.0,1.1557788848876953,1.1507537364959717,1.2398490905761719,61.22411346435547,17.438644409179688,17.446382522583008,0.00087236292893067,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
550,0,3043871881,26983130.0,13491565.0,20782560.0,20782560.0,4223371.0,18592090.0,1.1507537364959717,1.1507537364959717,1.2248491048812866,67.43436431884766,17.578210830688477,17.581283569335938,0.0008789588464424014,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
560,0,3143932837,26562504.0,13281252.0,20313050.0,20313050.0,4148388.5,18142038.0,1.532663345336914,1.552763819694519,1.2398490905761719,70.70658874511719,13.161421775817871,13.274666786193848,0.0006636970210820436,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
570,0,3243949850,26253140.0,13126570.0,19832494.0,19832494.0,4062977.5,17700284.0,1.5427136421203613,1.552763819694519,1.2548490762710571,77.62077331542969,18.319738388061523,18.53972816467285,0.0009269185829907656,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
580,0,3343992700,25989282.0,12994641.0,19469618.0,19469618.0,4048115.75,17289736.0,1.5427136421203613,1.552763819694519,1.2698490619659424,78.80198669433594,18.396221160888672,18.546463012695312,0.0009272324969060719,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
590,0,3444076860,25892680.0,12946340.0,19338196.0,19338196.0,4034355.5,17110948.0,1.5427136421203613,1.552763819694519,1.2848490476608276,67.9923095703125,15.843137741088867,16.038442611694336,0.000801842485088855,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
600,0,3544073642,25318466.0,12659233.0,18985050.0,18985050.0,3968162.0,16881030.0,1.2412060499191284,1.2512562274932861,1.2698490619659424,64.25850677490234,10.64643669128418,10.673513412475586,0.0005336864851415157,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
610,0,3643963132,25042726.0,12521363.0,18822002.0,18822002.0,4007367.5,16668633.0,1.2412060499191284,1.2512562274932861,1.2548490762710571,66.16271209716797,11.988786697387695,12.002655982971191,0.0006000526482239366,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
620,0,3743926923,24828626.0,12414313.0,19422990.0,19422990.0,4145426.25,17100358.0,1.246231198310852,1.2512562274932861,1.250337839126587,58.73777770996094,13.741445541381836,13.764890670776367,0.0006882903981022537,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
630,0,3843937896,24926996.0,12463498.0,19773856.0,19773856.0,4257857.0,17296016.0,1.246231198310852,1.2512562274932861,1.249435544013977,56.275028228759766,11.110249519348145,11.14460277557373,0.000557219609618187,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
640,0,3943920973,23957776.0,11978888.0,19724358.0,19724358.0,4267801.5,17115060.0,1.2512562274932861,1.2512562274932861,1.2497363090515137,73.3788070678711,14.174200057983398,14.219100952148438,0.0007108711288310587,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
650,0,4043925685,23788106.0,11894053.0,20482966.0,20482966.0,4539047.0,17399154.0,1.246231198310852,1.2512562274932861,1.2500370740890503,66.39437103271484,10.18017292022705,10.195047378540039,0.0005097451503388584,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
660,0,4143938751,23712422.0,11856211.0,21004940.0,21004940.0,4720947.0,17488002.0,1.246231198310852,1.2512562274932861,1.250337839126587,61.10673522949219,12.163888931274414,12.181941986083984,0.0006090884562581778,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
670,0,4244063451,23807642.0,11903821.0,20958124.0,20958124.0,4712393.5,17331478.0,1.2412060499191284,1.2512562274932861,1.2500370740890503,45.908164978027344,8.080166816711426,8.103389739990234,0.0004051813157275319,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
680,0,49048840,23900344.0,11950172.0,20845892.0,20845892.0,4724450.5,17142706.0,1.2412060499191284,1.2512562274932861,1.2497363090515137,56.37993621826172,10.569602966308594,10.60369873046875,0.0005301169585436583,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
690,0,148967592,23838896.0,11919448.0,20939428.0,20939428.0,4705144.5,17271048.0,1.246231198310852,1.2512562274932861,1.2500370740890503,53.155303955078125,12.551434516906738,12.568544387817383,0.0006284168921411037,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
700,0,248969765,23315056.0,11657528.0,21201346.0,21201346.0,4609738.5,17699520.0,1.2512562274932861,1.2512562274932861,1.250337839126587,45.36834716796875,9.397784233093262,9.409409523010254,0.00047042075311765075,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
710,0,348996759,24509650.0,12254825.0,22089102.0,22089102.0,4658774.0,18362062.0,1.552763819694519,1.552763819694519,1.2653378248214722,53.55809783935547,14.430377960205078,14.550287246704102,0.0007274530362337828,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
720,0,449013531,24665620.0,12332810.0,21786016.0,21786016.0,4618415.5,18142882.0,1.552763819694519,1.552763819694519,1.2803378105163574,52.04115295410156,12.58934211730957,12.738016128540039,0.0006368612521328032,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
730,0,548993345,24706286.0,12353143.0,22482138.0,22482138.0,4972815.0,18358346.0,1.2562813758850098,1.2512562274932861,1.2653378248214722,58.13694763183594,13.68668270111084,13.702281951904297,0.0006851095240563154,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
740,0,648956338,24389826.0,12194913.0,23300528.0,23300528.0,5282742.0,18751328.0,1.2512562274932861,1.2512562274932861,1.250337839126587,46.00994873046875,9.508338928222656,9.521618843078613,0.00047608083696104586,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
750,0,748957576,24071158.0,12035579.0,23394758.0,23394758.0,5316301.0,18841866.0,1.246231198310852,1.2512562274932861,1.249435544013977,39.17241668701172,8.221068382263184,8.24586296081543,0.00041229548514820635,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
760,0,848970303,23393802.0,11696901.0,23063586.0,23063586.0,5303023.0,18506184.0,1.2412060499191284,1.2512562274932861,1.2497363090515137,42.22309494018555,6.237058162689209,6.256280422210693,0.00031278154347091913,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
770,0,948962320,23338828.0,11669414.0,22591166.0,22591166.0,5215191.0,18302170.0,1.2412060499191284,1.2512562274932861,1.2500370740890503,34.9005241394043,7.487619400024414,7.499212741851807,0.000374955969164148,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
780,0,1048979016,22940488.0,11470244.0,22433080.0,22433080.0,5253345.5,18339152.0,1.2261306047439575,1.2512562274932861,1.250337839126587,48.73674011230469,3.1743545532226562,3.1782333850860596,0.00015889419591985643,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
790,0,1148959297,23393786.0,11696893.0,22839366.0,22839366.0,5592424.5,18301240.0,1.2361809015274048,1.2512562274932861,1.2500370740890503,51.113258361816406,8.597007751464844,8.617758750915527,0.0004308945208322257,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
800,0,1248946305,23623582.0,11811791.0,22741334.0,22741334.0,5700430.5,18048098.0,1.2361809015274048,1.2512562274932861,1.2497363090515137,61.36370086669922,9.22079849243164,9.25129222869873,0.00046249869046732783,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
810,0,1348985996,23589218.0,11794609.0,23511782.0,23511782.0,6035696.5,18410750.0,1.2361809015274048,1.2512562274932861,1.2500370740890503,60.619300842285156,10.74645709991455,10.76334285736084,0.0005381617229431868,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
820,0,1448980367,23089282.0,11544641.0,23385236.0,23385236.0,6107601.0,18281572.0,1.2311557531356812,1.2512562274932861,1.250337839126587,58.527015686035156,5.443612575531006,5.450872421264648,0.0002725248341448605,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
830,0,1548999733,22194568.0,11097284.0,22973050.0,22973050.0,6047087.5,17914152.0,1.4422110319137573,1.4522613286972046,1.2653378248214722,46.516639709472656,10.027639389038086,10.079824447631836,0.0005039433599449694,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
840,0,1649009233,22050706.0,11025353.0,22615366.0,22615366.0,6013454.0,17590110.0,1.4321608543395996,1.4522613286972046,1.2803378105163574,56.44889450073242,8.878156661987305,8.954840660095215,0.0004476935137063265,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
850,0,1749023257,21887016.0,10943508.0,22123086.0,22123086.0,5966491.5,17183156.0,1.427135705947876,1.4522613286972046,1.2953377962112427,67.72055053710938,7.174716949462891,7.212172508239746,0.0003605756792239845,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
860,0,1849020967,21490110.0,10745055.0,21851474.0,21851474.0,5838267.0,16989626.0,1.4321608543395996,1.4522613286972046,1.310337781906128,63.0794563293457,10.310020446777344,10.393120765686035,0.0005196290439926088,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
870,0,1948997273,21273720.0,10636860.0,21442062.0,21442062.0,5708080.5,16645839.0,1.4321608543395996,1.4522613286972046,1.3253377676010132,65.64389038085938,8.616290092468262,5.020486354827881,0.0004332976823206991,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
880,0,2049053201,21181096.0,10590548.0,21172250.0,21172250.0,5673150.5,16477562.0,1.427135705947876,1.4522613286972046,1.3403377532958984,61.25794982910156,7.7770161628723145,7.617884635925293,0.0003916372370440513,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
890,0,2149053101,22220764.0,11110382.0,21914156.0,21914156.0,5931424.0,17006760.0,1.4221105575561523,1.4020100831985474,1.3553377389907837,62.39021301269531,7.454397678375244,7.482710361480713,0.0003740950778592378,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
900,0,2249069376,21875026.0,10937513.0,22438258.0,22438258.0,6168952.5,17263052.0,1.4221105575561523,1.4020100831985474,1.370337724685669,60.82184600830078,7.13551139831543,7.176688194274902,0.00035886053228750825,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
910,0,2349055359,22062712.0,11031356.0,22652602.0,22652602.0,6288863.5,17401834.0,1.266331672668457,1.2512562274932861,1.3553377389907837,72.94268798828125,10.457025527954102,10.483967781066895,0.0005244065541774035,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
920,0,2449020400,22328218.0,11164109.0,22488074.0,22488074.0,6169314.0,17340728.0,1.266331672668457,1.2512562274932861,1.3403377532958984,73.24302673339844,8.386001586914062,8.405428886413574,0.00042027796735055745,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
930,0,2549011948,22321808.0,11160904.0,21982780.0,21982780.0,6051960.5,16930324.0,1.266331672668457,1.2512562274932861,1.3253377676010132,78.43302917480469,8.474902153015137,8.484241485595703,0.000424149475293234,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
940,0,2648998162,21565986.0,10782993.0,21454592.0,21454592.0,5929991.5,16531804.0,1.266331672668457,1.2512562274932861,1.310337781906128,64.98233795166016,8.02165412902832,8.03963565826416,0.00040198664646595716,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
950,0,2749020419,21489574.0,10744787.0,21193378.0,21193378.0,5814882.0,16343226.0,1.4522613286972046,1.4522613286972046,1.3253377676010132,64.45173645019531,12.6620512008667,7.57835054397583,0.0006385133601725101,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
960,0,2849010778,21822208.0,10911104.0,21042988.0,21042988.0,5726408.5,16182856.0,1.4572863578796387,1.4522613286972046,1.3403377532958984,65.37649536132812,12.90174674987793,12.559146881103516,0.0006483906763605773,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
970,0,2949027443,21945946.0,10972973.0,20669114.0,20669114.0,5665226.5,15870952.0,1.4572863578796387,1.4522613286972046,1.3553377389907837,67.81037139892578,13.402379035949707,13.510626792907715,0.0006755497888661921,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
980,0,3049032187,22502782.0,11251391.0,20820750.0,20820750.0,5777692.5,15838287.0,1.4572863578796387,1.4522613286972046,1.370337724685669,64.47184753417969,12.42894172668457,12.500679969787598,0.0006250166916288435,0.0024999999441206455,0.043606117367744446,0.5668795108795166,13,13,13,200,200,1,1,0,57
