frame_number,subframe_number,time_cpu_cycles,sample_power_mean,power_threshold,best_score,selected_score,left_neighbor_score,right_neighbor_score,guide_freq,coarse_freq,fine_freq,guide_peak_mag,coarse_peak_mag,fine_peak_mag,signal_power,alpha,range_step,selected_range_meters,best_range_bin,selected_range_bin,prev_selected_range_bin,window_length,sample_count,is_filled,valid,gate_changed,search_max_bin
25,0,1459311649,0.0,0.0,2156716.25,2156716.25,1038470.9375,721035.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,25,0,0,0,57
26,0,1479283973,0.0,0.0,2218623.25,2218623.25,1052958.25,804416.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,26,0,0,0,57
27,0,1499279824,0.0,0.0,2249879.0,2249879.0,1056763.25,865789.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,27,0,0,0,57
28,0,1519295541,0.0,0.0,2309065.0,2309065.0,1070814.875,940850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,28,0,0,0,57
29,0,1539274611,0.0,0.0,2367404.0,2367404.0,1080446.875,1027992.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,29,0,0,0,57
30,0,1559324086,0.0,0.0,2429756.75,2429756.75,1089680.25,1102659.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,30,0,0,0,57
31,0,1579316871,0.0,0.0,2495828.25,2495828.25,1097804.0,1171685.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,31,0,0,0,57
32,0,1599319311,0.0,0.0,2629776.5,2629776.5,1132162.875,1253609.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,32,0,0,0,57
33,0,1619316776,0.0,0.0,2824011.75,2824011.75,1191940.5,1356806.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,33,0,0,0,57
34,0,1639309233,0.0,0.0,3100095.25,3100095.25,1256241.75,1556167.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,34,0,0,0,57
35,0,1659310435,0.0,0.0,3421899.25,3421899.25,1334757.0,1806044.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,35,0,0,0,57
36,0,1679301522,0.0,0.0,3738981.25,3738981.25,1426635.5,2024764.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,36,0,0,0,57
37,0,1699306514,0.0,0.0,4040591.75,4040591.75,1525240.625,2197410.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,37,0,0,0,57
38,0,1719329094,0.0,0.0,4269640.0,4269640.0,1613299.5,2296159.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,38,0,0,0,57
39,0,1739324084,0.0,0.0,4424878.5,4424878.5,1682940.25,2343189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,39,0,0,0,57
40,0,1759324163,0.0,0.0,4521689.0,4521689.0,1734101.75,2349801.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,40,0,0,0,57
41,0,1779318404,0.0,0.0,4619726.5,4619726.5,1780737.0,2370166.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,41,0,0,0,57
42,0,1799295742,0.0,0.0,4739111.0,4739111.0,1816597.5,2431429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,42,0,0,0,57
43,0,1819275554,0.0,0.0,4885902.5,4885902.5,1851864.25,2525371.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,43,0,0,0,57
44,0,1839328789,0.0,0.0,4999059.0,4999059.0,1875313.375,2611969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,44,0,0,0,57
45,0,1859307531,0.0,0.0,5083728.5,5083728.5,1895044.875,2686625.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,45,0,0,0,57
46,0,1879295520,0.0,0.0,5165946.5,5165946.5,1916056.25,2744142.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,46,0,0,0,57
47,0,1899299861,0.0,0.0,5265966.5,5265966.5,1943841.75,2810913.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,47,0,0,0,57
48,0,1919301009,0.0,0.0,5323180.0,5323180.0,1955131.25,2859535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,48,0,0,0,57
49,0,1939302191,0.0,0.0,5361688.0,5361688.0,1957693.5,2902667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,49,0,0,0,57
50,0,1959322969,0.0,0.0,5359776.0,5359776.0,1948249.875,2918664.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,50,0,0,0,57
51,0,1979314590,0.0,0.0,5348558.5,5348558.5,1939448.625,2902270.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,51,0,0,0,57
52,0,1999303116,0.0,0.0,5349087.0,5349087.0,1938844.5,2882629.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,52,0,0,0,57
53,0,2019328850,0.0,0.0,5343771.5,5343771.5,1935050.625,2862875.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,53,0,0,0,57
54,0,2039360295,0.0,0.0,5324574.5,5324574.5,1924109.0,2869501.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,54,0,0,0,57
55,0,2059391223,0.0,0.0,5740335.0,5740335.0,2055327.25,3052723.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,55,0,0,0,57
56,0,2079458037,0.0,0.0,5932315.5,5932315.5,2114033.25,3172583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,56,0,0,0,57
57,0,2099500584,0.0,0.0,5922843.0,5922843.0,2128442.75,3152177.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,57,0,0,0,57
58,0,2119492706,0.0,0.0,5921674.5,5921674.5,2149081.0,3248300.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,58,0,0,0,57
59,0,2139459502,0.0,0.0,5955022.0,5955022.0,2192023.5,3227934.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,59,0,0,0,57
60,0,2159438795,0.0,0.0,6000557.0,6000557.0,2203451.75,3244984.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,60,0,0,0,57
61,0,2179375398,0.0,0.0,5952661.0,5952661.0,2189001.25,3275311.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,61,0,0,0,57
62,0,2199378412,0.0,0.0,5996637.5,5996637.5,2228315.25,3249763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,62,0,0,0,57
63,0,2219364603,0.0,0.0,6019022.0,6019022.0,2243622.25,3264526.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,63,0,0,0,57
64,0,2239336555,0.0,0.0,6012983.5,6012983.5,2240908.75,3271489.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,64,0,0,0,57
65,0,2259334196,0.0,0.0,6025351.5,6025351.5,2251539.5,3290252.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,65,0,0,0,57
66,0,2279324592,0.0,0.0,6027775.5,6027775.5,2251315.5,3333670.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,66,0,0,0,57
67,0,2299333471,0.0,0.0,6042441.5,6042441.5,2262386.5,3363576.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,67,0,0,0,57
68,0,2319322181,0.0,0.0,6066058.5,6066058.5,2281289.5,3377713.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,68,0,0,0,57
69,0,2339347289,0.0,0.0,6135490.5,6135490.5,2311177.0,3430345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,69,0,0,0,57
70,0,2359359499,0.0,0.0,6151462.0,6151462.0,2324837.25,3426264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,70,0,0,0,57
71,0,2379325410,0.0,0.0,6123642.0,6123642.0,2322668.25,3400102.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,71,0,0,0,57
72,0,2399327001,0.0,0.0,6082362.0,6082362.0,2312192.75,3375829.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,72,0,0,0,57
73,0,2419329081,0.0,0.0,6041684.5,6041684.5,2300165.75,3371286.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,73,0,0,0,57
74,0,2439341088,0.0,0.0,6002047.0,6002047.0,2293988.25,3363477.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,74,0,0,0,57
75,0,2459353176,0.0,0.0,5982082.0,5982082.0,2300591.75,3360664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,75,0,0,0,57
76,0,2479367850,0.0,0.0,5976001.5,5976001.5,2307418.0,3354517.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,76,0,0,0,57
77,0,2499356358,0.0,0.0,5995787.0,5995787.0,2321121.5,3369130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,77,0,0,0,57
78,0,2519361897,0.0,0.0,6026666.5,6026666.5,2340349.75,3410851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,78,0,0,0,57
79,0,2539393680,0.0,0.0,6084423.0,6084423.0,2376867.0,3427537.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,79,0,0,0,57
80,0,2559452973,0.0,0.0,6138409.0,6138409.0,2451391.0,3414435.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,80,0,0,0,57
81,0,2579538913,0.0,0.0,6368040.0,6368040.0,2559655.5,3502158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,81,0,0,0,57
82,0,2599528770,0.0,0.0,6492520.0,6492520.0,2617154.25,3580886.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,82,0,0,0,57
83,0,2619553705,0.0,0.0,6557925.0,6557925.0,2673772.25,3578363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,83,0,0,0,57
84,0,2639472526,0.0,0.0,6633326.0,6633326.0,2736121.75,3584100.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,84,0,0,0,57
85,0,2659416746,0.0,0.0,6627954.5,6627954.5,2763829.5,3567553.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,85,0,0,0,57
86,0,2679406915,0.0,0.0,6605145.5,6605145.5,2763441.5,3555601.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,86,0,0,0,57
87,0,2699445638,0.0,0.0,6637575.5,6637575.5,2774957.75,3590366.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,87,0,0,0,57
88,0,2719415268,0.0,0.0,6650651.0,6650651.0,2799747.75,3643283.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,88,0,0,0,57
89,0,2739376033,0.0,0.0,6698643.5,6698643.5,2840477.75,3652089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,89,0,0,0,57
90,0,2759338879,0.0,0.0,6748329.5,6748329.5,2901141.25,3642176.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,90,0,0,0,57
91,0,2779302410,0.0,0.0,6758816.0,6758816.0,2935725.25,3619957.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,91,0,0,0,57
92,0,2799314517,0.0,0.0,6778926.5,6778926.5,2987514.75,3594536.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,92,0,0,0,57
93,0,2819319587,0.0,0.0,6809453.0,6809453.0,3024674.0,3577479.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,93,0,0,0,57
94,0,2839322569,0.0,0.0,6822290.5,6822290.5,3044081.25,3567397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,94,0,0,0,57
95,0,2859336199,0.0,0.0,6812362.5,6812362.5,3041374.0,3562133.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,95,0,0,0,57
96,0,2879332391,0.0,0.0,6864065.0,6864065.0,3072150.0,3595781.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,96,0,0,0,57
97,0,2899310171,0.0,0.0,6924471.0,6924471.0,3089495.5,3660514.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,97,0,0,0,57
98,0,2919312988,0.0,0.0,7002139.0,7002139.0,3126748.75,3718579.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,98,0,0,0,57
99,0,2939312542,0.0,0.0,7065911.0,7065911.0,3156194.75,3764198.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,99,0,0,0,57
100,0,2959304081,0.0,0.0,7119274.0,7119274.0,3179701.0,3803451.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,100,0,0,0,57
101,0,2979275596,0.0,0.0,7171194.0,7171194.0,3195688.25,3851063.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,101,0,0,0,57
102,0,2999307221,0.0,0.0,7238270.5,7238270.5,3213811.0,3916612.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,102,0,0,0,57
103,0,3019296379,0.0,0.0,7295670.0,7295670.0,3232483.5,3979594.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,103,0,0,0,57
104,0,3039282700,0.0,0.0,7336659.5,7336659.5,3253478.25,4026625.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,104,0,0,0,57
105,0,3059307897,0.0,0.0,7396793.0,7396793.0,3272806.0,4089509.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,105,0,0,0,57
106,0,3079296623,0.0,0.0,7449375.5,7449375.5,3285490.0,4145637.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,106,0,0,0,57
107,0,3099273558,0.0,0.0,7519331.0,7519331.0,3306614.0,4195297.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,107,0,0,0,57
108,0,3119292365,0.0,0.0,7584451.0,7584451.0,3325826.0,4239899.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,108,0,0,0,57
109,0,3139308529,0.0,0.0,7625697.0,7625697.0,3339193.25,4268647.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,109,0,0,0,57
110,0,3159301054,0.0,0.0,7600543.0,7600543.0,3339881.75,4254215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,110,0,0,0,57
111,0,3179279732,0.0,0.0,7546049.0,7546049.0,3336975.25,4223829.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,111,0,0,0,57
112,0,3199305832,0.0,0.0,7507531.5,7507531.5,3334267.5,4202840.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,112,0,0,0,57
113,0,3219298244,0.0,0.0,7501146.5,7501146.5,3329383.25,4206685.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,113,0,0,0,57
114,0,3239317415,0.0,0.0,7542882.0,7542882.0,3341648.75,4228862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,114,0,0,0,57
115,0,3259327129,0.0,0.0,7611442.5,7611442.5,3369826.0,4264597.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,115,0,0,0,57
116,0,3279308865,0.0,0.0,7740895.0,7740895.0,3434801.25,4333960.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,116,0,0,0,57
117,0,3299336714,0.0,0.0,7907255.0,7907255.0,3524209.5,4416335.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,117,0,0,0,57
118,0,3319317823,0.0,0.0,8125939.0,8125939.0,3621564.0,4534526.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,118,0,0,0,57
119,0,3339314957,0.0,0.0,8364159.0,8364159.0,3713705.25,4670266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800000037997961,0.043606117367744446,0.5668795108795166,13,13,13,125,119,0,0,0,57
