frame_number,subframe_number,time_cpu_cycles,guide_freq,vme_guide_freq,coarse_freq,runner_up_freq,fine_freq,tracked_freq,coarse_peak_mag,runner_up_peak_mag,fine_peak_mag,tracked_peak_mag,signal_power,competition_ratio,guide_vme_gap_hz,coarse_fine_gap_hz,tracked_fine_gap_hz,vme_last_rel_err,estimate_seq,inter_frame_proc_time_usec,inter_frame_proc_margin_usec,tx_write_time_usec,tx_overwrite_count,vme_iterations,track_selected,step_limited,valid
170,0,3800840841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4791,31746,2131,0,0,0,0,0
180,0,3900896957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5026,31671,2131,0,0,0,0,0
189,0,3990898013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5032,31539,2131,0,0,0,0,0
198,0,4080852076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4839,31769,2131,0,0,0,0,0
208,0,4180873536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4934,31621,2131,0,0,0,0,0
218,0,4280876126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4947,31655,2131,0,0,0,0,0
228,0,85936884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5062,31639,2131,0,0,0,0,0
238,0,185917045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4982,31703,2131,0,0,0,0,0
248,0,285910132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4951,31633,2131,0,0,0,0,0
258,0,385910826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4950,31666,2131,0,0,0,0,0
268,0,485912995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4961,31730,2131,0,0,0,0,0
278,0,585900209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4909,31735,2131,0,0,0,0,0
288,0,685904493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4928,31687,2131,0,0,0,0,0
298,0,785899232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4908,31678,2131,0,0,0,0,0
308,0,885909333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4952,31728,2131,0,0,0,0,0
318,0,985897824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4897,31699,2131,0,0,0,0,0
328,0,1085916179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4973,31564,2131,0,0,0,0,0
338,0,1185930563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5035,31686,2131,0,0,0,0,0
348,0,1285883819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4834,31703,2131,0,0,0,0,0
358,0,1385892797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4879,31829,2131,0,0,0,0,0
368,0,1485896811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4892,31681,2131,0,0,0,0,0
378,0,1585907086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4934,31739,2131,0,0,0,0,0
388,0,1685951603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5126,31604,2131,0,0,0,0,0
398,0,1785890229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4861,31721,2131,0,0,0,0,0
408,0,1885914098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4973,31515,2131,0,0,0,0,0
418,0,1985907224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4932,31641,2131,0,0,0,0,0
428,0,2085922929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4997,31732,2131,0,0,0,0,0
438,0,2185946978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5108,31821,2131,0,0,0,0,0
448,0,2285906132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4934,31690,2131,0,0,0,0,0
458,0,2385893499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4878,31616,2131,0,0,0,0,0
468,0,2485902563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4918,31668,2131,0,0,0,0,0
478,0,2585916582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4977,31680,2131,0,0,0,0,0
488,0,2685912190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4960,31664,2131,0,0,0,0,0
498,0,2785898794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4907,31729,2131,0,0,0,0,0
508,0,2885909695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4952,31675,2131,0,0,0,0,0
518,0,2985881265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4827,31651,2131,0,0,0,0,0
528,0,3085939725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5065,31812,2131,0,0,0,0,0
538,0,3185892671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4884,31857,2131,0,0,0,0,0
548,0,3285900192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4909,31813,2131,0,0,0,0,0
558,0,3385885685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4846,31679,2131,0,0,0,0,0
568,0,3485909808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4950,31724,2131,0,0,0,0,0
578,0,3585899196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4911,31803,2131,0,0,0,0,0
588,0,3690301524,1.5376884937286377,1.5499998331069946,1.552763819694519,1.5226130485534668,1.5502512454986572,0.0,7.327719688415527,2.4060897827148438,7.3913750648498535,0.0,0.00036955185350961983,0.32835450768470764,0.012311339378356934,0.0025125741958618164,1.5502512454986572,1.462073684344034e-09,1,4965,31653,2131,0,3,0,0,1
598,0,3791651719,1.4572863578796387,1.4499999284744263,1.4522613286972046,1.4221105575561523,1.5502512454986572,1.470251202583313,7.178323745727539,2.3310770988464355,4.019876003265381,4.019876003265381,0.00036198634188622236,0.32473835349082947,0.007286429405212402,0.09798991680145264,0.08000004291534424,3.154193850551934e-10,2,4945,31561,2135,0,3,0,0,1
608,0,3891636433,1.5376884937286377,1.5499999523162842,1.552763819694519,1.5226130485534668,1.5504517555236816,1.5504517555236816,7.1597089767456055,2.334725856781006,7.217636585235596,7.217636585235596,0.00036085661849938333,0.32609227299690247,0.012311458587646484,0.0023120641708374023,0.0,1.346163847060211e-09,3,4875,31748,2131,0,3,1,0,1
618,0,3991613866,1.5376884937286377,1.5499998331069946,1.552763819694519,1.5226130485534668,1.5498502254486084,1.5498502254486084,7.333012580871582,2.5018301010131836,7.422994613647461,7.422994613647461,0.00037111929850652814,0.34117355942726135,0.012311339378356934,0.0029135942459106445,0.0,1.30698951661401e-09,4,4775,31726,2131,0,3,1,0,1
628,0,4091654353,1.4572863578796387,1.4499999284744263,1.4522613286972046,1.4221105575561523,1.5498502254486084,1.4698501825332642,6.6156415939331055,2.0643668174743652,3.8840856552124023,3.8840856552124023,0.0003326180449221283,0.31204333901405334,0.007286429405212402,0.09758889675140381,0.08000004291534424,1.9364904124685722e-10,5,4952,31726,2131,0,3,0,0,1
638,0,4191658596,1.5427136421203613,1.5499999523162842,1.552763819694519,1.5226130485534668,1.549649715423584,1.549649715423584,8.200241088867188,2.7935023307800293,8.299856185913086,8.299856185913086,0.00041495650657452643,0.3406609892845154,0.0072863101959228516,0.0031141042709350586,0.0,8.806845530617835e-11,6,4980,31596,2131,0,3,1,0,1
648,0,4291638133,1.5427136421203613,1.5500001907348633,1.552763819694519,1.5226130485534668,1.5502512454986572,1.5502512454986572,8.822206497192383,2.8791375160217285,8.89465618133545,8.89465618133545,0.00044469122076407075,0.32635119557380676,0.007286548614501953,0.0025125741958618164,0.0,1.0217113960431234e-10,7,4881,31851,2131,0,3,1,0,1
658,0,96715733,1.532663345336914,1.5499999523162842,1.552763819694519,1.5226130485534668,1.549649715423584,1.549649715423584,5.5347394943237305,1.8776415586471558,5.599457263946533,5.599457263946533,0.0002799625799525529,0.33924660086631775,0.017336606979370117,0.0031141042709350586,0.0,2.8733444512596407e-09,8,5075,31684,2131,0,3,1,0,1
668,0,196684058,1.532663345336914,1.5500001907348633,1.552763819694519,1.5226130485534668,1.5502512454986572,1.5502512454986572,5.954822063446045,1.9453846216201782,6.004216194152832,6.004216194152832,0.0003001855802722275,0.3266906440258026,0.01733684539794922,0.0025125741958618164,0.0,7.834465520772937e-09,9,4937,31592,2131,0,3,1,0,1
678,0,296819655,1.532663345336914,1.5499998331069946,1.552763819694519,1.5226130485534668,1.549649715423584,1.549649715423584,3.3317511081695557,1.134240984916687,3.3719301223754883,3.3719301223754883,0.00016858347225934267,0.34043389558792114,0.017336487770080566,0.0031141042709350586,0.0,3.664478853693254e-08,10,5529,31286,2131,0,3,1,0,1
688,0,396839816,1.467336654663086,1.4499998092651367,1.4522613286972046,1.4221105575561523,1.549649715423584,1.4696496725082397,3.176103115081787,0.9916520714759827,1.8859550952911377,1.8859550952911377,0.00015969396918080747,0.3122228682041168,0.01733684539794922,0.0973883867263794,0.08000004291534424,3.0441956511140233e-08,11,5627,30954,2131,0,3,0,0,1
698,0,496814900,1.467336654663086,1.4500000476837158,1.4522613286972046,1.4221105575561523,1.549649715423584,1.4696496725082397,5.162737846374512,1.659764289855957,3.0143022537231445,3.0143022537231445,0.0002601523301564157,0.321489155292511,0.017336606979370117,0.0973883867263794,0.08000004291534424,2.5537248760088005e-08,12,5491,31253,2131,0,3,0,0,1
708,0,596714762,1.6030150651931763,1.600000023841858,1.6030150651931763,1.572864294052124,1.549649715423584,1.6003766059875488,18.10890007019043,6.053699970245361,18.288564682006836,18.288564682006836,0.0009143514325842261,0.3342941701412201,0.0030150413513183594,0.053365349769592285,0.050726890563964844,4.7407928277509725e-11,13,5069,31516,2134,0,3,1,0,1
718,0,696876124,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5774,31001,2131,0,3,1,1,1
721,0,721117017,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5712,30978,2131,0,3,1,1,1
730,0,810997539,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5193,31603,2131,0,3,1,1,1
740,0,910987733,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5155,31568,2131,0,3,1,1,1
750,0,1010954967,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4999,31625,2131,0,3,1,1,1
760,0,1110931753,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4901,31680,2131,0,3,1,1,1
770,0,1210949081,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4976,31549,2131,0,3,1,1,1
780,0,1310967198,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5072,31723,2131,0,3,1,1,1
790,0,1410953103,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4996,31472,2131,0,3,1,1,1
800,0,1510947251,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4974,31639,2131,0,3,1,1,1
810,0,1610943776,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4954,31725,2131,0,3,1,1,1
820,0,1710943346,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4952,31672,2131,0,3,1,1,1
830,0,1810993393,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5161,31422,2131,0,3,1,1,1
840,0,1910944540,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4960,31500,2131,0,3,1,1,1
850,0,2010942898,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4954,31705,2131,0,3,1,1,1
860,0,2110932656,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4910,31851,2131,0,3,1,1,1
870,0,2210942606,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4941,31723,2131,0,3,1,1,1
880,0,2310954193,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4997,31559,2131,0,3,1,1,1
890,0,2410970342,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5069,31650,2131,0,3,1,1,1
900,0,2510935295,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4926,31648,2131,0,3,1,1,1
910,0,2610981954,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5128,31607,2131,0,3,1,1,1
920,0,2710945856,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4969,31668,2131,0,3,1,1,1
930,0,2810933074,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4900,31728,2131,0,3,1,1,1
940,0,2910943357,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4952,31578,2131,0,3,1,1,1
950,0,3010959716,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5025,31671,2131,0,3,1,1,1
960,0,3110984795,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5131,31424,2131,0,3,1,1,1
970,0,3210978254,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5101,31579,2131,0,3,1,1,1
980,0,3310950874,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,4990,31564,2131,0,3,1,1,1
990,0,3410961644,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5034,31683,2131,0,3,1,1,1
1000,0,3510977467,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5102,31586,2131,0,3,1,1,1
1010,0,3610974546,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5096,31589,2131,0,3,1,1,1
1020,0,3711096634,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,5616,31071,2131,0,3,1,1,1
1030,0,3811197667,1.5979899168014526,1.6000001430511475,1.6030150651931763,1.572864294052124,1.5596497058868408,1.5995745658874512,13.630483627319336,4.759413242340088,13.825033187866211,13.825033187866211,0.000691211607772857,0.3491742014884949,0.0020102262496948242,0.04336535930633545,0.03992486000061035,1.745877747927338e-11,14,6029,30912,2131,0,3,1,1,1
