frame_number,subframe_number,time_cpu_cycles,sample_power_mean,power_threshold,best_score,selected_score,left_neighbor_score,right_neighbor_score,guide_freq,coarse_freq,fine_freq,guide_peak_mag,coarse_peak_mag,fine_peak_mag,signal_power,alpha,range_step,selected_range_meters,best_range_bin,selected_range_bin,prev_selected_range_bin,window_length,sample_count,is_filled,valid,gate_changed,search_max_bin
25,0,2162531176,0.0,0.0,3165866.5,3165866.5,1474234.625,2102046.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,25,0,0,0,57
26,0,2182477609,0.0,0.0,3255715.75,3255715.75,1532461.75,2158330.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,26,0,0,0,57
27,0,2202497656,0.0,0.0,3336850.75,3336850.75,1565982.75,2234507.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,27,0,0,0,57
28,0,2222497915,0.0,0.0,3342802.0,3342802.0,1574866.125,2258550.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,28,0,0,0,57
29,0,2242503551,0.0,0.0,3400685.5,3400685.5,1570140.875,2365980.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,29,0,0,0,57
30,0,2262493145,0.0,0.0,3594031.25,3594031.25,1583633.125,2593741.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,30,0,0,0,57
31,0,2282529660,0.0,0.0,3779008.25,3779008.25,1619627.625,2776173.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,31,0,0,0,57
32,0,2302504037,0.0,0.0,3958229.0,3958229.0,1691636.625,2915623.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,32,0,0,0,57
33,0,2322489704,0.0,0.0,4159012.5,4159012.5,1805501.0,3091665.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,33,0,0,0,57
34,0,2342478789,0.0,0.0,4328289.0,4328289.0,1895644.25,3287265.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,34,0,0,0,57
35,0,2362490144,0.0,0.0,4629870.5,4629870.5,2011166.25,3531711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,35,0,0,0,57
36,0,2382511446,0.0,0.0,5017386.0,5017386.0,2171741.75,3792900.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,36,0,0,0,57
37,0,2402518917,0.0,0.0,5496121.0,5496121.0,2353346.75,4081279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,37,0,0,0,57
38,0,2422508206,0.0,0.0,5967385.5,5967385.5,2477991.25,4398087.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,38,0,0,0,57
39,0,2442509565,0.0,0.0,6403557.0,6403557.0,2556103.5,4716926.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,39,0,0,0,57
40,0,2462511421,0.0,0.0,6695609.0,6695609.0,2595961.5,4957841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,40,0,0,0,57
41,0,2482487916,0.0,0.0,7123035.0,7123035.0,2659931.25,5306572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,41,0,0,0,57
42,0,2502514917,0.0,0.0,7480004.5,7480004.5,2692314.25,5655200.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,42,0,0,0,57
43,0,2522504965,0.0,0.0,7681417.0,7681417.0,2697072.75,5906040.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,43,0,0,0,57
44,0,2542483260,0.0,0.0,7892871.0,7892871.0,2710191.75,6140928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,44,0,0,0,57
45,0,2562505408,0.0,0.0,8030788.5,8030788.5,2726070.5,6292936.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,45,0,0,0,57
46,0,2582465970,0.0,0.0,8145269.0,8145269.0,2759811.75,6391673.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,46,0,0,0,57
47,0,2602502746,0.0,0.0,8280707.0,8280707.0,2816248.75,6477357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,47,0,0,0,57
48,0,2622504107,0.0,0.0,8379207.5,8379207.5,2856877.75,6541842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,48,0,0,0,57
49,0,2642467120,0.0,0.0,8444343.0,8444343.0,2882537.75,6581114.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,49,0,0,0,57
50,0,2662496670,0.0,0.0,8535723.0,8535723.0,2917604.25,6629905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,50,0,0,0,57
51,0,2682482016,0.0,0.0,8631666.0,8631666.0,2937731.25,6699933.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,51,0,0,0,57
52,0,2702466113,0.0,0.0,8671376.0,8671376.0,2935646.75,6734526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,52,0,0,0,57
53,0,2722510792,0.0,0.0,8656743.0,8656743.0,2923838.75,6727019.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,53,0,0,0,57
54,0,2742483276,0.0,0.0,8678309.0,8678309.0,2910877.0,6762111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,54,0,0,0,57
55,0,2762476065,0.0,0.0,8762213.0,8762213.0,2904898.75,6846662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,55,0,0,0,57
56,0,2782485071,0.0,0.0,8894210.0,8894210.0,2914427.75,6953947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,56,0,0,0,57
57,0,2802470891,0.0,0.0,9015271.0,9015271.0,2918799.5,7061192.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,57,0,0,0,57
58,0,2822475778,0.0,0.0,9104334.0,9104334.0,2919412.0,7149643.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,58,0,0,0,57
59,0,2842513960,0.0,0.0,9189399.0,9189399.0,2923135.25,7233428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,59,0,0,0,57
60,0,2862476211,0.0,0.0,9207437.0,9207437.0,2924850.5,7262886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,60,0,0,0,57
61,0,2882477627,0.0,0.0,9270046.0,9270046.0,2927227.25,7343674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,61,0,0,0,57
62,0,2902472471,0.0,0.0,9392960.0,9392960.0,2943474.25,7465437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,62,0,0,0,57
63,0,2922498413,0.0,0.0,9536790.0,9536790.0,2967122.5,7579455.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,63,0,0,0,57
64,0,2942522524,0.0,0.0,9556525.0,9556525.0,2978821.5,7575119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,64,0,0,0,57
65,0,2962471566,0.0,0.0,9519578.0,9519578.0,2977314.5,7544577.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,65,0,0,0,57
66,0,2982505925,0.0,0.0,9512238.0,9512238.0,2964060.25,7574496.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,66,0,0,0,57
67,0,3002479489,0.0,0.0,9632854.0,9632854.0,2954809.25,7750061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,67,0,0,0,57
68,0,3022497425,0.0,0.0,9847039.0,9847039.0,2957814.0,8006344.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,68,0,0,0,57
69,0,3042503060,0.0,0.0,10207840.0,10207840.0,3009915.25,8322812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,69,0,0,0,57
70,0,3062533585,0.0,0.0,10588825.0,10588825.0,3086195.75,8608652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,70,0,0,0,57
71,0,3082491121,0.0,0.0,10824101.0,10824101.0,3130985.75,8806898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,71,0,0,0,57
72,0,3102510842,0.0,0.0,11163277.0,11163277.0,3199731.25,9087443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,72,0,0,0,57
73,0,3122516721,0.0,0.0,11512574.0,11512574.0,3285082.0,9361434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,73,0,0,0,57
74,0,3142500674,0.0,0.0,11924904.0,11924904.0,3432847.75,9618659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,74,0,0,0,57
75,0,3162525664,0.0,0.0,12409522.0,12409522.0,3643550.0,9858366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,75,0,0,0,57
76,0,3182516071,0.0,0.0,13010918.0,13010918.0,3893790.75,10165914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,76,0,0,0,57
77,0,3202457917,0.0,0.0,13654415.0,13654415.0,4141062.75,10540748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,77,0,0,0,57
78,0,3222488045,0.0,0.0,14211001.0,14211001.0,4345525.0,10886002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,78,0,0,0,57
79,0,3242483911,0.0,0.0,14713022.0,14713022.0,4513146.0,11226105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,79,0,0,0,57
80,0,3262495865,0.0,0.0,15323832.0,15323832.0,4731308.5,11593430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,80,0,0,0,57
81,0,3282511614,0.0,0.0,15974788.0,15974788.0,4967274.5,11969199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,81,0,0,0,57
82,0,3302482930,0.0,0.0,16532525.0,16532525.0,5165969.0,12294800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,82,0,0,0,57
83,0,3322497939,0.0,0.0,17058418.0,17058418.0,5340246.0,12613008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,83,0,0,0,57
84,0,3342479587,0.0,0.0,17419926.0,17419926.0,5452072.0,12853300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,84,0,0,0,57
85,0,3362473461,0.0,0.0,17837352.0,17837352.0,5575167.0,13122994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,85,0,0,0,57
86,0,3382522021,0.0,0.0,18285364.0,18285364.0,5698782.5,13404672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,86,0,0,0,57
87,0,3402518276,0.0,0.0,18603948.0,18603948.0,5787404.0,13594739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,87,0,0,0,57
88,0,3422479947,0.0,0.0,18838528.0,18838528.0,5834591.0,13762417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,88,0,0,0,57
89,0,3442501640,0.0,0.0,19005370.0,19005370.0,5854150.0,13901802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,89,0,0,0,57
90,0,3462452401,0.0,0.0,19123656.0,19123656.0,5858793.5,14006987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,90,0,0,0,57
91,0,3482459634,0.0,0.0,19270188.0,19270188.0,5874285.0,14120602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,91,0,0,0,57
92,0,3502526560,0.0,0.0,19426320.0,19426320.0,5891381.5,14232528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,92,0,0,0,57
93,0,3522495054,0.0,0.0,19550464.0,19550464.0,5902660.5,14324559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,93,0,0,0,57
94,0,3542467033,0.0,0.0,19654076.0,19654076.0,5918825.0,14394541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,94,0,0,0,57
95,0,3562498425,0.0,0.0,19755810.0,19755810.0,5935099.0,14470340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,95,0,0,0,57
96,0,3582471473,0.0,0.0,19924554.0,19924554.0,5987559.0,14579469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,96,0,0,0,57
97,0,3602466800,0.0,0.0,20078136.0,20078136.0,6041863.5,14680861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,97,0,0,0,57
98,0,3622496399,0.0,0.0,20253068.0,20253068.0,6108755.5,14780936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,98,0,0,0,57
99,0,3642500299,0.0,0.0,20443782.0,20443782.0,6179188.0,14889053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,99,0,0,0,57
100,0,3662481385,0.0,0.0,20633790.0,20633790.0,6248125.0,15044082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,100,0,0,0,57
101,0,3682489144,0.0,0.0,20810596.0,20810596.0,6319021.5,15223881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,101,0,0,0,57
102,0,3702485858,0.0,0.0,20969620.0,20969620.0,6391574.0,15431921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,102,0,0,0,57
103,0,3722476610,0.0,0.0,21132484.0,21132484.0,6475031.5,15621419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,103,0,0,0,57
104,0,3742507792,0.0,0.0,21283000.0,21283000.0,6550183.5,15808595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,104,0,0,0,57
105,0,3762506531,0.0,0.0,21428100.0,21428100.0,6620303.0,15989340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,105,0,0,0,57
106,0,3782502767,0.0,0.0,21547700.0,21547700.0,6684608.5,16152673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,106,0,0,0,57
107,0,3802493092,0.0,0.0,21597242.0,21597242.0,6729082.5,16255759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,107,0,0,0,57
108,0,3822464386,0.0,0.0,21622098.0,21622098.0,6753892.5,16381848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,108,0,0,0,57
109,0,3842476481,0.0,0.0,21631520.0,21631520.0,6771308.0,16480401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,109,0,0,0,57
110,0,3862498518,0.0,0.0,21669238.0,21669238.0,6810115.0,16608790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,110,0,0,0,57
111,0,3882506151,0.0,0.0,21786152.0,21786152.0,6860674.0,16797224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,111,0,0,0,57
112,0,3902481945,0.0,0.0,21892036.0,21892036.0,6890653.0,17023874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,112,0,0,0,57
113,0,3922500487,0.0,0.0,21955716.0,21955716.0,6893991.0,17232932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,113,0,0,0,57
114,0,3942468246,0.0,0.0,22056388.0,22056388.0,6891564.0,17474740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,114,0,0,0,57
115,0,3962505960,0.0,0.0,22064160.0,22064160.0,6893167.5,17594960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,115,0,0,0,57
116,0,3982529450,0.0,0.0,22055582.0,22055582.0,6899145.5,17612660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,116,0,0,0,57
117,0,4002479876,0.0,0.0,22030376.0,22030376.0,6888571.0,17634950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,117,0,0,0,57
118,0,4022496856,0.0,0.0,21958062.0,21958062.0,6862042.5,17614614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,118,0,0,0,57
119,0,4042480702,0.0,0.0,21869934.0,21869934.0,6834008.5,17560438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999888241291,0.043606117367744446,0.5668795108795166,13,13,13,200,119,0,0,0,57
