frame_number,subframe_number,time_cpu_cycles,guide_freq,vme_guide_freq,coarse_freq,runner_up_freq,fine_freq,tracked_freq,coarse_peak_mag,runner_up_peak_mag,fine_peak_mag,tracked_peak_mag,signal_power,competition_ratio,guide_vme_gap_hz,coarse_fine_gap_hz,tracked_fine_gap_hz,vme_last_rel_err,estimate_seq,inter_frame_proc_time_usec,inter_frame_proc_margin_usec,tx_write_time_usec,tx_overwrite_count,vme_iterations,track_selected,step_limited,valid
90,0,2746307598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4972,81751,2131,0,0,0,0,0
95,0,2846280855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4844,81813,2131,0,0,0,0,0
100,0,2946309292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4981,81758,2131,0,0,0,0,0
105,0,3046285346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4879,81728,2131,0,0,0,0,0
110,0,3146286195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4868,81797,2131,0,0,0,0,0
115,0,3246292439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4895,81739,2131,0,0,0,0,0
120,0,3346302297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4944,81807,2131,0,0,0,0,0
125,0,3446280786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4856,81778,2131,0,0,0,0,0
130,0,3546303656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4946,81741,2131,0,0,0,0,0
135,0,3646291781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4901,81764,2131,0,0,0,0,0
140,0,3746288182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4874,81796,2131,0,0,0,0,0
145,0,3846285191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4869,81774,2131,0,0,0,0,0
150,0,3946289006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4880,81767,2131,0,0,0,0,0
155,0,4046292970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4902,81785,2131,0,0,0,0,0
160,0,4146320925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5039,81661,2131,0,0,0,0,0
165,0,4246292190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4910,81739,2131,0,0,0,0,0
170,0,51329434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4921,81801,2131,0,0,0,0,0
175,0,151322358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4877,81719,2131,0,0,0,0,0
180,0,251313164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4852,81777,2131,0,0,0,0,0
185,0,351300830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4790,81777,2131,0,0,0,0,0
190,0,451322505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4886,81843,2131,0,0,0,0,0
195,0,551326219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4898,81580,2131,0,0,0,0,0
200,0,657742779,1.5175879001617432,1.500000238418579,1.5025125741958618,1.4723618030548096,1.4997990131378174,0.0,19.423534393310547,6.392605781555176,19.604616165161133,0.0,0.0009802066488191485,0.32911649346351624,0.017587661743164062,0.0027135610580444336,1.4997990131378174,5.449623685649385e-08,1,4859,81855,2131,0,3,0,0,1
205,0,759620018,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,16.650175094604492,5.335541725158691,16.767906188964844,16.767906188964844,0.0008383970707654953,0.3204495906829834,0.022612929344177246,0.0025130510330200195,0.0,5.84707038342458e-09,2,4921,81745,2131,0,4,1,0,1
210,0,859562497,1.5175879001617432,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,21.32049560546875,7.036020278930664,21.524948120117188,21.524948120117188,0.0010762001620605588,0.3300120532512665,0.017587780952453613,0.0027135610580444336,0.0,5.4453781928032186e-08,3,4960,81687,2131,0,3,1,0,1
215,0,959529315,1.5175879001617432,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,26.321765899658203,8.45253849029541,26.51339340209961,26.51339340209961,0.001325672259554267,0.32112354040145874,0.017587780952453613,0.0025130510330200195,0.0,3.1476343309577715e-08,4,4792,81781,2131,0,3,1,0,1
220,0,1059544276,1.5175879001617432,1.500000238418579,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,23.97221565246582,7.902248382568359,24.200180053710938,24.200180053710938,0.001209963345900178,0.3296419680118561,0.017587661743164062,0.0027135610580444336,0.0,4.136892783890289e-08,5,4862,81794,2131,0,3,1,0,1
225,0,1159554013,1.5175879001617432,1.5,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,29.062204360961914,9.339752197265625,29.276134490966797,29.276134490966797,0.0014638087013736367,0.32137107849121094,0.017587900161743164,0.0025130510330200195,0.0,2.6165132283040293e-08,6,4906,81776,2131,0,3,1,0,1
230,0,1259598280,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,19.709999084472656,6.435755252838135,19.880664825439453,19.880664825439453,0.0009940570453181863,0.3265223503112793,0.022612929344177246,0.0027135610580444336,0.0,9.126376876444908e-10,7,4820,81651,2131,0,4,1,0,1
235,0,1359607819,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,20.05194091796875,6.486251354217529,20.210472106933594,20.210472106933594,0.0010105251567438245,0.3234724998474121,0.022612929344177246,0.0025130510330200195,0.0,8.989825550642649e-10,8,4862,81759,2131,0,4,1,0,1
240,0,1459615090,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,17.15269660949707,5.582507133483887,17.29631233215332,17.29631233215332,0.0008648551884107292,0.32545945048332214,0.022612929344177246,0.0027135610580444336,0.0,9.765107611414692e-10,9,4882,81711,2131,0,4,1,0,1
245,0,1559595805,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,15.632936477661133,5.105762004852295,15.76918888092041,15.76918888092041,0.0007884608930908144,0.32660287618637085,0.022612929344177246,0.0025130510330200195,0.0,6.64532040506316e-10,10,4807,81857,2131,0,4,1,0,1
250,0,1659603291,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.5002000331878662,1.5002000331878662,9.886838912963867,3.1814281940460205,9.960917472839355,9.960917472839355,0.0004980357480235398,0.3217841684818268,0.022612929344177246,0.0023125410079956055,0.0,1.8836754378526166e-09,11,4832,81756,2131,0,4,1,0,1
255,0,1759553535,1.5175879001617432,1.5,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,13.334744453430176,4.393014430999756,13.46070671081543,13.46070671081543,0.0006730364984832704,0.32944121956825256,0.017587900161743164,0.0025130510330200195,0.0,1.8620280428649494e-08,12,4906,81803,2131,0,3,1,0,1
260,0,1859617166,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.5002000331878662,1.5002000331878662,10.383855819702148,3.3109025955200195,10.454493522644043,10.454493522644043,0.0005226828507147729,0.31885096430778503,0.022612929344177246,0.0023125410079956055,0.0,6.66358745959883e-10,13,4904,81773,2131,0,4,1,0,1
265,0,1959616720,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,8.461906433105469,2.7870562076568604,8.541614532470703,8.541614532470703,0.00042708159890025854,0.3293650448322296,0.022612929344177246,0.0025130510330200195,0.0,2.1533064220591314e-09,14,4902,81769,2131,0,4,1,0,1
270,0,2059607291,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.5002000331878662,1.5002000331878662,8.090120315551758,2.5679328441619873,8.14231014251709,8.14231014251709,0.00040707047446630895,0.31741589307785034,0.022612929344177246,0.0023125410079956055,0.0,8.757977121298666e-10,15,4862,81768,2131,0,4,1,0,1
275,0,2159629793,1.5226130485534668,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.499598503112793,1.499598503112793,7.261836051940918,2.41536283493042,7.336813449859619,7.336813449859619,0.0003668072749860585,0.33261048793792725,0.022612929344177246,0.0029140710830688477,0.0,1.1967583590788422e-09,16,4964,81762,2131,0,4,1,0,1
280,0,2259572076,1.5175879001617432,1.5,1.5025125741958618,1.4723618030548096,1.5002000331878662,1.5002000331878662,9.454011917114258,3.000370979309082,9.514860153198242,9.514860153198242,0.0004756901180371642,0.3173648416996002,0.017587900161743164,0.0023125410079956055,0.0,1.850255415547508e-08,17,4983,81776,2131,0,3,1,0,1
285,0,2359534455,1.5175879001617432,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.499598503112793,1.499598503112793,10.156515121459961,3.3772897720336914,10.261149406433105,10.261149406433105,0.0005130124627612531,0.33252447843551636,0.017587780952453613,0.0029140710830688477,0.0,1.2903280222076319e-08,18,4811,81789,2131,0,3,1,0,1
290,0,2459544667,1.5175879001617432,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.5002000331878662,1.5002000331878662,10.344109535217285,3.290335178375244,10.412359237670898,10.412359237670898,0.0005205673514865339,0.3180878162384033,0.017587780952453613,0.0023125410079956055,0.0,1.1714896608339131e-08,19,4866,81791,2131,0,3,1,0,1
295,0,2559542333,1.5125627517700195,1.5,1.5025125741958618,1.4723618030548096,1.499598503112793,1.499598503112793,9.444948196411133,3.1380863189697266,9.541337966918945,9.541337966918945,0.0004770311643369496,0.3322502374649048,0.012562751770019531,0.0029140710830688477,0.0,2.5582183038608264e-09,20,4860,81660,2131,0,3,1,0,1
300,0,2659573848,1.5175879001617432,1.500000238418579,1.5025125741958618,1.4723618030548096,1.5002000331878662,1.5002000331878662,11.356744766235352,3.628042221069336,11.43526554107666,11.43526554107666,0.0005717234453186393,0.319461464881897,0.017587661743164062,0.0023125410079956055,0.0,8.453373112615736e-09,21,5002,81657,2131,0,3,1,0,1
305,0,2759550169,1.306532621383667,1.3000000715255737,1.3015074729919434,1.3316582441329956,1.5002000331878662,1.4230070114135742,10.158110618591309,2.0954368114471436,0.1516951620578766,0.1516951620578766,0.0005100734415464103,0.2062821388244629,0.006532549858093262,0.19869256019592285,0.07719302177429199,2.5312565932189557e-10,22,4909,81745,2131,0,3,0,0,1
310,0,2859544942,1.5125627517700195,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.5004005432128906,1.5004005432128906,13.382593154907227,4.273914337158203,13.474227905273438,13.474227905273438,0.0006736921495757997,0.31936368346214294,0.01256263256072998,0.0021120309829711914,0.0,8.401745965613827e-10,23,4863,81774,2131,0,3,1,0,1
315,0,2959552418,1.5125627517700195,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,13.409399032592773,4.430459976196289,13.539467811584473,13.539467811584473,0.0006769379251636565,0.33039960265159607,0.01256263256072998,0.0027135610580444336,0.0,6.743751113091889e-10,24,4894,81794,2131,0,3,1,0,1
320,0,3059545608,1.5125627517700195,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.5004005432128906,1.5004005432128906,15.074803352355957,4.807901859283447,15.176627159118652,15.176627159118652,0.0007587965810671449,0.318936288356781,0.01256263256072998,0.0021120309829711914,0.0,8.821949282200592e-10,25,4864,81770,2131,0,3,1,0,1
325,0,3159548237,1.5125627517700195,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,10.317440032958984,3.4136970043182373,10.41865348815918,10.41865348815918,0.0005209016962908208,0.33086666464805603,0.01256263256072998,0.0027135610580444336,0.0,1.6324552820634608e-09,26,4875,81791,2131,0,3,1,0,1
330,0,3259540532,1.507537603378296,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,11.635726928710938,3.740555763244629,11.721099853515625,11.721099853515625,0.0005860559758730233,0.32147160172462463,0.007537484169006348,0.0025130510330200195,0.0,1.0061665389748953e-10,27,4854,81745,2131,0,3,1,0,1
335,0,3359548935,1.4974874258041382,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,10.571163177490234,3.4722371101379395,10.667757034301758,10.667757034301758,0.0005333819426596165,0.3284631073474884,0.002512693405151367,0.0027135610580444336,0.0,8.438316885517327e-12,28,4883,81717,2131,0,3,1,0,1
340,0,3459545851,1.4924622774124146,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,11.474302291870117,3.7045226097106934,11.56253433227539,11.56253433227539,0.0005781272193416953,0.32285383343696594,0.007537841796875,0.0025130510330200195,0.0,8.936735379494465e-11,29,4858,81705,2131,0,3,1,0,1
345,0,3559582254,1.4924622774124146,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,12.319215774536133,4.016622543334961,12.423657417297363,12.423657417297363,0.0006212061271071434,0.32604530453681946,0.007537841796875,0.0027135610580444336,0.0,9.990824140215793e-11,30,5011,81630,2131,0,3,1,0,1
350,0,3659569737,1.4924622774124146,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,13.210405349731445,4.271851539611816,13.313857078552246,13.313857078552246,0.0006656937766820192,0.32337021827697754,0.007537841796875,0.0025130510330200195,0.0,4.6712106405166764e-11,31,4985,81726,2131,0,3,1,0,1
355,0,3759554554,1.4974874258041382,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,16.469463348388672,5.382566452026367,16.612899780273438,16.612899780273438,0.0008306623203679919,0.3268209993839264,0.002512693405151367,0.0027135610580444336,0.0,1.3177075533152283e-12,32,4908,81724,2131,0,3,1,0,1
360,0,3859579039,1.4924622774124146,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,11.174598693847656,3.636295795440674,11.267935752868652,11.267935752868652,0.000563397363293916,0.3254072964191437,0.007537841796875,0.0025130510330200195,0.0,1.57556440116835e-10,33,5018,81618,2131,0,3,1,0,1
365,0,3959611631,1.5025125741958618,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,20.361921310424805,6.652419567108154,20.538864135742188,20.538864135742188,0.0010269657941535115,0.3267088234424591,0.0025124549865722656,0.0027135610580444336,0.0,2.7252093810770095e-12,34,5169,81276,2131,0,3,1,0,1
370,0,4059593600,1.507537603378296,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,22.943126678466797,7.415319442749023,23.12247085571289,23.12247085571289,0.0011561248684301972,0.3232043981552124,0.007537484169006348,0.0025130510330200195,0.0,4.7834288613435305e-11,35,5069,81428,2131,0,3,1,0,1
375,0,4159606270,1.507537603378296,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,23.892879486083984,7.799412727355957,24.098894119262695,24.098894119262695,0.0012049766955897212,0.3264325261116028,0.007537484169006348,0.0027135610580444336,0.0,5.990869605954074e-11,36,5142,81574,2131,0,3,1,0,1
380,0,4259663104,1.4974874258041382,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,17.223413467407227,5.5757527351379395,17.360240936279297,17.360240936279297,0.000868012837599963,0.323731005191803,0.002512693405151367,0.0025130510330200195,0.0,1.0478416094875098e-12,37,5390,81340,2131,0,3,1,0,1
385,0,64737767,1.5025125741958618,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,23.92664337158203,7.821011066436768,24.135879516601562,24.135879516601562,0.0012068151263520122,0.3268745541572571,0.0025124549865722656,0.0027135610580444336,0.0,5.11682666723412e-12,38,5562,81014,2131,0,3,1,0,1
390,0,164678381,1.4974874258041382,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,14.194673538208008,4.581862926483154,14.30388069152832,14.30388069152832,0.0007151950849220157,0.32278749346733093,0.002512693405151367,0.0025130510330200195,0.0,2.867042269826675e-13,39,5330,81260,2131,0,3,1,0,1
395,0,264638821,1.4974874258041382,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4997990131378174,1.4997990131378174,14.577733993530273,4.77904748916626,14.708799362182617,14.708799362182617,0.0007354395929723978,0.3278319835662842,0.002512693405151367,0.0027135610580444336,0.0,3.1659543693260406e-13,40,5122,81474,2131,0,3,1,0,1
400,0,364569982,1.4974874258041382,1.5000001192092896,1.5025125741958618,1.4723618030548096,1.4999995231628418,1.4999995231628418,12.765118598937988,4.116153717041016,12.862166404724121,12.862166404724121,0.0006431089132092893,0.32245323061943054,0.002512693405151367,0.0025130510330200195,0.0,9.928925086624685e-13,41,4829,81437,2131,0,3,1,0,1
